Crash_Key,Crash,Start_Hour,Start_Minute,End_Hour,End_Minute,Start_Measure,End_Measure
8088268955,c,17,25,17,35,138.5,139
8088268955,c,17,30,17,40,136.5,137
8088268955,c,17,30,17,40,137.5,138
8088268955,c,17,30,17,40,138,138.5
8088268955,c,17,30,17,40,138.5,139
8088268955,c,17,35,17,45,137.5,138
8088268955,c,17,35,17,45,138,138.5
8088268955,c,17,35,17,45,138.5,139
8088268955,c,17,40,17,50,136,136.5
8088356803,c,17,20,17,30,137.5,138
8088356803,c,17,35,17,45,137.5,138
8088356803,c,17,35,17,45,138,138.5
8088830600,ac,17,20,17,30,137.5,138
8088830600,c,17,30,17,40,137.5,138
8088830600,c,17,35,17,45,138,138.5
8088830600,c,17,40,17,50,137.5,138
8099418447,ac,14,0,14,10,158,158.5
8099418447,ac,14,10,14,20,157.5,158
8099418447,ac,14,10,14,20,158,158.5
8099418447,ac,15,5,15,15,157.5,158
8099418447,ac,15,15,15,15,157,157.5
8145084938,nc,13,0,13,10,150,150.5
8145084938,nc,13,0,13,10,150.5,151
8145084938,nc,13,0,13,10,151,151.5
8145084938,nc,13,0,13,10,151.5,152
8145084938,nc,13,0,13,10,152,152.5
8145084938,nc,13,0,13,10,152.5,153
8145084938,nc,13,10,13,20,150,150.5
8145084938,nc,13,10,13,20,150.5,151
8145084938,nc,13,10,13,20,151,151.5
8145084938,nc,13,10,13,20,151.5,152
8145084938,nc,13,10,13,20,152,152.5
8145084938,nc,13,10,13,20,152.5,153
8145084938,nc,13,30,13,40,150,150.5
8145084938,nc,13,30,13,40,150.5,151
8145084938,nc,13,30,13,40,151,151.5
8145084938,nc,13,30,13,40,151.5,152
8145084938,nc,13,30,13,40,152,152.5
8145084938,nc,13,30,13,40,152.5,153
8145084938,nc,13,40,13,50,150,150.5
8145084938,nc,13,40,13,50,150.5,151
8145084938,nc,13,40,13,50,151,151.5
8145084938,nc,13,40,13,50,151.5,152
8145084938,nc,13,40,13,50,152,152.5
8145084938,nc,13,40,13,50,152.5,153
8145084938,nc,13,50,14,0,150,150.5
8145084938,nc,13,50,14,0,150.5,151
8145084938,nc,13,50,14,0,151,151.5
8145084938,nc,13,50,14,0,151.5,152
8145084938,nc,13,50,14,0,152,152.5
8145084938,nc,13,50,14,0,152.5,153
8145084938,nc,14,0,14,10,150,150.5
8145084938,nc,14,0,14,10,150.5,151
8145084938,nc,14,0,14,10,151,151.5
8145084938,nc,14,0,14,10,151.5,152
8145084938,nc,14,0,14,10,152,152.5
8145084938,nc,14,0,14,10,152.5,153
8145084938,nc,14,10,14,20,150,150.5
8145084938,nc,14,10,14,20,150.5,151
8145084938,nc,14,10,14,20,151,151.5
8145084938,nc,14,10,14,20,151.5,152
8145084938,nc,14,10,14,20,152,152.5
8145084938,nc,14,10,14,20,152.5,153
8145084938,nc,14,20,14,30,150,150.5
8145084938,nc,14,20,14,30,150.5,151
8145084938,nc,14,20,14,30,151,151.5
8145084938,nc,14,20,14,30,151.5,152
8145084938,nc,14,20,14,30,152,152.5
8145084938,nc,14,20,14,30,152.5,153
8145084938,nc,14,30,14,40,150,150.5
8145084938,nc,14,30,14,40,150.5,151
8145084938,nc,14,30,14,40,151,151.5
8145084938,nc,14,30,14,40,151.5,152
8145084938,nc,14,30,14,40,152,152.5
8145084938,nc,14,30,14,40,152.5,153
8145084938,nc,14,40,14,50,150,150.5
8145084938,nc,14,40,14,50,150.5,151
8145084938,nc,14,40,14,50,151,151.5
8145084938,nc,14,40,14,50,151.5,152
8145084938,nc,14,40,14,50,152,152.5
8145084938,nc,14,40,14,50,152.5,153
8145084938,nc,14,50,15,0,150,150.5
8145084938,nc,14,50,15,0,150.5,151
8145084938,nc,14,50,15,0,151,151.5
8145084938,nc,14,50,15,0,151.5,152
8145084938,nc,14,50,15,0,152,152.5
8145084938,nc,14,50,15,0,152.5,153
8145084938,nc,15,0,15,10,150,150.5
8145084938,nc,15,0,15,10,150.5,151
8145084938,nc,15,0,15,10,151,151.5
8145084938,nc,15,0,15,10,151.5,152
8145084938,nc,15,0,15,10,152,152.5
8145084938,nc,15,0,15,10,152.5,153
8145084938,nc,15,10,15,20,150,150.5
8145084938,nc,15,10,15,20,150.5,151
8145084938,nc,15,10,15,20,151,151.5
8145084938,nc,15,10,15,20,151.5,152
8145084938,nc,15,10,15,20,152,152.5
8145084938,nc,15,10,15,20,152.5,153
8145084938,c,15,26,15,35,150.5,151
8145084938,c,15,26,15,35,151,151.5
8145084938,c,15,36,15,45,150,150.5
8145084938,c,15,36,15,45,150.5,151
8145084938,c,15,36,15,45,151,151.5
8145084938,c,15,46,15,55,150,150.5
8145084938,c,15,46,15,55,150.5,151
8145084938,c,15,56,16,5,150,150.5
8145084938,c,15,56,16,5,150.5,151
8145084938,c,15,56,16,5,151,151.5
8145084938,c,16,6,16,15,150,150.5
8145084938,c,16,6,16,15,150.5,151
8145084938,c,16,6,16,15,151,151.5
8353676868,c,16,30,16,40,7.5,8
8353676868,c,16,30,16,40,8,8.5
8353676868,c,16,30,16,40,8.5,9
8353676868,c,16,40,16,50,7.5,8
8353676868,c,16,40,16,50,8,8.5
8353676868,c,16,40,16,50,8.5,9
8353676868,c,16,50,17,0,7,7.5
8353676868,c,16,50,17,0,7.5,8
8353676868,c,16,50,17,0,8,8.5
8353676868,c,16,50,17,0,8.5,9
8353676868,c,17,0,17,10,7,7.5
8353676868,c,17,0,17,10,7.5,8
8353676868,c,17,0,17,10,8,8.5
8353676868,c,17,0,17,10,8.5,9
8353676868,c,17,10,17,20,7,7.5
8353676868,c,17,10,17,20,7.5,8
8353676868,c,17,10,17,20,8,8.5
8353676868,c,17,10,17,20,8.5,9
8353878112,c,19,15,19,25,6,6.5
8353878112,c,19,15,19,25,6.5,7
8353878112,c,19,15,19,25,7,7.5
8353878112,c,19,15,19,25,7.5,8
8353878112,c,19,30,19,40,5.5,6
8353878112,c,19,30,19,40,6,6.5
8353878112,c,19,30,19,40,6.5,7
8353878112,c,19,30,19,40,7,7.5
8353878112,c,19,40,19,50,5.5,6
8353878112,c,19,40,19,50,6,6.5
8353878112,c,19,40,19,50,6.5,7
8354318814,c,6,20,6,30,63,63.5
8354318814,c,6,30,6,40,63,63.5
8361558763,c,9,35,9,45,134,134.5
8361558763,c,9,45,9,55,134,134.5
8361558763,c,10,15,10,25,134,134.5
8361558763,c,10,25,10,35,134.5,135
8361558763,c,11,16,11,26,134,134.5
8361558763,c,11,30,11,40,134,134.5
8361558763,c,11,35,11,45,134.5,135
8365646196,c,18,45,18,55,68.5,69
8365747718,c,6,20,6,30,163.5,164
8365747718,c,6,25,6,35,163,163.5
8365747718,c,6,30,6,40,163,163.5
8365785538,c,6,50,7,0,68.5,69
8365942617,c,6,45,6,55,184,184.5
8365966754,c,6,50,7,0,68.5,69
8386478219,c,13,15,13,25,136.5,137
8409684948,c,12,30,12,40,109,109.5
8409684948,c,12,40,12,50,108,108.5
8409684948,c,12,40,12,50,108.5,109
8409684948,c,12,40,12,50,109,109.5
8409684948,c,12,50,13,0,108,108.5
8409684948,c,12,50,13,0,108.5,109
8409684948,c,12,50,13,0,109,109.5
8409684948,c,13,0,13,10,108,108.5
8409684948,c,13,0,13,10,108.5,109
8409684948,c,13,0,13,10,109,109.5
8409684948,c,13,10,13,20,108,108.5
8409684948,c,13,10,13,20,108.5,109
8409684948,c,13,10,13,20,109,109.5
8409684948,c,13,20,13,30,108,108.5
8409684948,c,13,20,13,30,108.5,109
8409684948,c,13,20,13,30,109,109.5
8409703907,c,12,30,12,40,109,109.5
8409703907,c,12,30,12,40,109.5,110
8409703907,c,12,40,12,50,109,109.5
8409703907,c,12,40,12,50,109.5,110
8409703907,c,12,50,13,0,109,109.5
8409703907,c,13,0,13,10,109,109.5
8409703907,c,13,10,13,20,109.5,110
8410036235,c,13,15,13,25,105.5,106
8410036235,c,13,15,13,25,107.5,108
8410036235,c,13,25,13,35,104.5,105
8410036235,c,13,25,13,35,105,105.5
8410036235,c,13,25,13,35,105.5,106
8410036235,c,13,35,13,45,105.5,106
8410036235,c,13,45,13,55,104.5,105
8410036235,c,13,45,13,55,105,105.5
8410036235,c,13,45,13,55,105.5,106
8410036235,c,13,45,13,55,106,106.5
8410036235,c,13,55,14,5,104.5,105
8410036235,c,13,55,14,5,105,105.5
8410036235,c,13,55,14,5,105.5,106
8410036235,c,13,55,14,5,106,106.5
8410036235,c,14,5,14,15,104.5,105
8410036235,c,14,5,14,15,105,105.5
8410036235,c,14,5,14,15,106,106.5
8411396768,c,16,22,16,32,7,7.5
8411396768,c,16,25,16,35,6.5,7
8429492262,c,7,50,8,0,10.5,11
8430276494,c,8,50,9,0,184.65,185.15
8430407797,c,9,50,10,0,171.25,171.75
8430407797,c,10,0,10,10,171,171.5
8430407797,c,10,10,10,20,171,171.5
8430407797,c,10,20,10,30,171,171.5
8430407797,c,10,30,10,40,171,171.5
8430573533,c,10,10,10,15,178.5,179
8430573533,c,10,40,10,50,178.5,179
8430573533,c,10,45,10,55,178,178.5
8431137541,c,11,5,11,14,120.25,120.75
8431137541,c,11,15,11,24,120.25,120.75
8431137541,c,11,25,11,34,120.25,120.75
8431137541,c,11,35,11,44,120.25,120.75
8431137541,c,11,45,11,54,120.25,120.75
8431137541,c,11,55,11,4,120.25,120.75
8431137541,c,12,20,12,29,120,120.5
8013789860,nc,4,15,4,25,169.5,170
8013789860,nc,4,25,4,35,169.5,170
8013789860,nc,4,35,4,45,169.5,170
8013789860,nc,4,45,4,55,169.5,170
8013789860,nc,4,55,5,5,169.5,170
8013789860,nc,5,5,5,15,169.5,170
8013789860,nc,5,15,5,25,169.5,170
8013789860,nc,5,25,5,35,169.5,170
8013789860,nc,5,35,5,45,169.5,170
8013789860,nc,4,15,4,25,170,170.5
8013789860,nc,4,25,4,35,170,170.5
8013789860,nc,4,35,4,45,170,170.5
8013789860,nc,4,45,4,55,170,170.5
8013789860,nc,4,55,5,5,170,170.5
8013789860,nc,5,5,5,15,170,170.5
8013789860,nc,5,15,5,25,170,170.5
8013789860,nc,5,25,5,35,170,170.5
8013789860,nc,5,35,5,45,170,170.5
8013789860,nc,4,15,4,25,170.5,171
8013789860,nc,4,25,4,35,170.5,171
8013789860,nc,4,35,4,45,170.5,171
8013789860,nc,4,45,4,55,170.5,171
8013789860,nc,4,55,5,5,170.5,171
8013789860,nc,5,5,5,15,170.5,171
8013789860,nc,5,15,5,25,170.5,171
8013789860,nc,5,25,5,35,170.5,171
8013789860,nc,5,35,5,45,170.5,171
8013789860,nc,4,15,4,25,171,171.5
8013789860,nc,4,25,4,35,171,171.5
8013789860,nc,4,35,4,45,171,171.5
8013789860,nc,4,45,4,55,171,171.5
8013789860,nc,4,55,5,5,171,171.5
8013789860,nc,5,5,5,15,171,171.5
8013789860,nc,5,15,5,25,171,171.5
8013789860,nc,5,25,5,35,171,171.5
8013789860,nc,5,35,5,45,171,171.5
8088356803,nc,15,0,15,10,137.5,138
8088356803,nc,15,10,15,20,137.5,138
8088356803,nc,15,20,15,30,137.5,138
8088356803,nc,15,30,15,40,137.5,138
8088356803,nc,15,40,15,50,137.5,138
8088356803,nc,15,50,16,0,137.5,138
8088356803,nc,16,0,16,10,137.5,138
8088356803,nc,16,10,16,20,137.5,138
8088356803,nc,16,20,16,30,137.5,138
8088356803,nc,16,30,16,40,137.5,138
8088356803,nc,16,40,16,50,137.5,138
7577928536,c,8,0,8,10,149.5,150
7577928536,c,8,10,8,20,149.5,150
7675511200,c,16,45,16,55,1.5,2
